fila,columna,tiempo
662,322,637.947
662,342,667.828
662,362,696.081
662,382,723.843
662,402,900.78
662,422,937.532
662,442,970.622
662,462,1002.35
662,482,1035.68
662,502,1067.64
662,522,1102.56
662,542,1133.63
662,562,1162.54
662,582,1194.81
662,602,1224.9
662,622,1257.8
662,642,1288.97
662,662,1315.87
662,682,1344.43
662,702,1372.21
662,722,1404.76
662,742,1434.25
662,762,1461.28
662,782,1490.83
662,802,1831.99
662,822,1875.23
662,842,1897.97
662,862,1943.55
662,882,1966.77
662,902,2005.23
662,922,2035.68
662,942,2067.26
662,962,2108.48
662,982,2137.69
682,2,2.7239
682,22,42.4916
682,42,82.992
682,62,133.701
682,82,164.283
682,102,232.054
682,122,265.345
682,142,297.632
682,162,327.331
682,182,356.007
682,202,463.716
682,222,499.158
682,242,529.179
682,262,564.001
682,282,592.205
682,302,623.816
682,322,653.108
682,342,681.653
682,362,710.683
682,382,740.382
682,402,922.889
682,422,963.718
682,442,999.792
682,462,1033.5
682,482,1060.01
682,502,1094.06
682,522,1127.2
682,542,1158.55
682,562,1192.98
682,582,1224.13
682,602,1255.91
682,622,1283.63
682,642,1320.85
682,662,1343.61
682,682,1375.44
682,702,1406.19
682,722,1434.6
682,742,1469.52
682,762,1494.58
682,782,1833.28
682,802,1868.78
682,822,1908.43
682,842,1940.77
682,862,1976.1
682,882,2012.52
682,902,2047.82
682,922,2081.84
682,942,2116.68
682,962,2150.75
682,982,2184.81
702,2,2.7867
702,22,43.2614
702,42,84.7811
702,62,136.477
702,82,167.867
702,102,236.652
702,122,271.441
702,142,303.66
702,162,333.93
702,182,363.292
702,202,472.204
702,222,507.808
702,242,541.614
702,262,573.745
702,282,605.481
702,302,635.634
702,322,666.645
702,342,697.362
702,362,727.799
702,382,906.457
702,402,946.406
702,422,979.117
702,442,1013.49
702,462,1048.11
702,482,1083.98
702,502,1118.56
702,522,1151.13
702,542,1183.29
702,562,1214.46
702,582,1255.09
702,602,1278.23
702,622,1310.39
702,642,1341.41
702,662,1375.24
702,682,1410.75
702,702,1435.89
702,722,1467.58
702,742,1498.7
702,762,1846.29
702,782,1876.52
702,802,1911.62
702,822,1949.09
702,842,1989.07
702,862,2021
702,882,2056.43
702,902,2094.2
702,922,2129.79
702,942,2161.94
702,962,2196.99
702,982,2236.25
722,2,2.84787
722,22,44.2611
722,42,86.6664
722,62,139.396
722,82,171.329
722,102,242.403
722,122,277.118
722,142,310.007
722,162,340.537
722,182,372.265
722,202,481.637
722,222,517.754
722,242,551.471
722,262,588.076
722,282,620.631
722,302,649.267
722,322,680.128
722,342,714.575
722,362,741.605
722,382,927.784
722,402,964.179
722,422,1007.26
722,442,1042.3
722,462,1077.68
722,482,1107.41
722,502,1141.36
722,522,1176.56
722,542,1210.46
722,562,1243.36
722,582,1280.17
722,602,1309.8
722,622,1349.78
722,642,1371.56
722,662,1401.06
722,682,1436.53
722,702,1465.38
722,722,1496.72
722,742,1836.1
722,762,1875.76
722,782,1918.29
722,802,1955.22
722,822,1993.4
722,842,2028.66
722,862,2062.59
722,882,2103.11
722,902,2137.16
722,922,2172.4
722,942,2209.96
722,962,2244.16
722,982,2288.68
742,2,2.90956
742,22,45.1184
742,42,88.0836
742,62,141.916
742,82,174.547
742,102,246.615
742,122,282.28
742,142,316.424
742,162,347.336
742,182,454.796
742,202,491.649
742,222,527.386
742,242,563.652
742,262,596.299
742,282,629.966
742,302,668.591
742,322,724.048
742,342,756.958
742,362,911.677
742,382,946.925
742,402,984.239
742,422,1020.6
742,442,1059.28
742,462,1095.33
742,482,1130.19
742,502,1163.8
742,522,1198.82
742,542,1233.13
742,562,1265.84
742,582,1299.77
742,602,1331.68
742,622,1365.62
742,642,1398.45
742,662,1431.64
742,682,1468.1
742,702,1512.8
742,722,1844.67
742,742,1882.83
742,762,1923.97
742,782,1965.17
742,802,1994.5
742,822,2034.68
742,842,2083.45
742,862,2113.53
742,882,2148.68
742,902,2191.61
742,922,2225.13
742,942,2259.91
742,962,2301.56
742,982,2330.31
762,2,2.96851
762,22,48.0789
762,42,90.0431
762,62,145.125
762,82,178.42
762,102,254.746
762,122,288.513
762,142,322.126
762,162,354.661
762,182,466.695
762,202,501.965
762,222,544.488
762,242,575.697
762,262,608.711
762,282,647.933
762,302,676.358
762,322,715.155
762,342,740.834
762,362,927.736
762,382,967.575
762,402,1004.19
762,422,1044.79
762,442,1081.43
762,462,1117.48
762,482,1156.52
762,502,1189.37
762,522,1227.4
762,542,1257.39
762,562,1292.43
762,582,1330.72
762,602,1360.89
762,622,1393.64
762,642,1427.98
762,662,1462.4
762,682,1497.93
762,702,1834.84
762,722,1877.38
762,742,1919.76
762,762,1961.16
762,782,2000.53
762,802,2034.71
762,822,2086.89
762,842,2115.53
762,862,2157.84
762,882,2190.55
762,902,2228.87
762,922,2264.81
762,942,2299.38
762,962,2338.8
762,982,2373.24
782,2,3.03623
782,22,56.374
782,42,91.6899
782,62,147.555
782,82,181.46
782,102,257.295
782,122,293.978
782,142,330.279
782,162,361.291
782,182,472.954
782,202,511.733
782,222,551.042
782,242,585.665
782,262,625.325
782,282,655.502
782,302,689.272
782,322,728.103
782,342,912.284
782,362,953.613
782,382,991.216
782,402,1024.99
782,422,1062.02
782,442,1102.76
782,462,1143.34
782,482,1177.07
782,502,1215.25
782,522,1251.36
782,542,1281.86
782,562,1331.22
782,582,1363.77
782,602,1388.23
782,622,1424.65
782,642,1458.17
782,662,1498.03
782,682,1843.02
782,702,1886.13
782,722,1931.22
782,742,1960.74
782,762,2002.02
782,782,2037.41
782,802,2082.23
782,822,2117.54
782,842,2163.07
782,862,2190.56
782,882,2231.14
782,902,2274.91
782,922,2318.1
782,942,2365.68
782,962,2386.52
782,982,2421.65
802,2,3.08772
802,22,57.3017
802,42,111.993
802,62,150.238
802,82,185.197
802,102,261.211
802,122,301.796
802,142,334.351
802,162,369.018
802,182,483.728
802,202,525.051
802,222,559.83
802,242,601.41
802,262,632.693
802,282,667.316
802,302,702.081
802,322,736.27
802,342,925.065
802,362,978.875
802,382,1005.17
802,402,1045.74
802,422,1086.09
802,442,1120.88
802,462,1160.84
802,482,1197.04
802,502,1235.26
802,522,1270.58
802,542,1305.51
802,562,1341.65
802,582,1378.38
802,602,1415.01
802,622,1449.07
802,642,1485.44
802,662,1826.96
802,682,1868.74
802,702,1920.39
802,722,1967.67
802,742,1996.97
802,762,2040.38
802,782,2080.85
802,802,2124.07
802,822,2158.25
802,842,2199.16
802,862,2244.41
802,882,2281.33
802,902,2321.12
802,922,2368.76
802,942,2409.24
802,962,2438.41
802,982,2477.1
822,2,3.73538
822,22,58.4164
822,42,114.386
822,62,152.813
822,82,229.72
822,102,266.499
822,122,304.6
822,142,339.919
822,162,453.666
822,182,492.567
822,202,535.306
822,222,570.209
822,242,607.321
822,262,649.892
822,282,678.594
822,302,725.899
822,322,898.134
822,342,940.557
822,362,981.937
822,382,1022.31
822,402,1062.93
822,422,1102.21
822,442,1142.66
822,462,1188.63
822,482,1221.49
822,502,1260.92
822,522,1292.49
822,542,1329.82
822,562,1365.44
822,582,1405.66
822,602,1441.9
822,622,1482.48
822,642,1825.94
822,662,1861.23
822,682,1922.51
822,702,1948.33
822,722,1991.8
822,742,2032.15
822,762,2074.71
822,782,2113.18
822,802,2174.53
822,822,2195.48
822,842,2242.55
822,862,2284.67
822,882,2320.72
822,902,2354.68
822,922,2398.38
822,942,2431.06
822,962,2477.94
822,982,2517.61
842,2,3.78989
842,22,59.4693
842,42,116.47
842,62,155.944
842,82,230.342
842,102,271.786
842,122,309.895
842,142,346.813
842,162,457.668
842,182,500.472
842,202,541.89
842,222,582.142
842,242,619.07
842,262,656.264
842,282,691.609
842,302,726.437
842,322,914.171
842,342,958.906
842,362,999.202
842,382,1043.36
842,402,1085.86
842,422,1126.27
842,442,1163.82
842,462,1202.02
842,482,1242.57
842,502,1279.98
842,522,1317.61
842,542,1354.51
842,562,1391.52
842,582,1429.39
842,602,1465.51
842,622,1501.39
842,642,1848.36
842,662,1898.02
842,682,1939.48
842,702,1984.3
842,722,2026.96
842,742,2069.55
842,762,2113.56
842,782,2153.97
842,802,2195.74
842,822,2243.19
842,842,2281.86
842,862,2319.05
842,882,2364.07
842,902,2401.73
842,922,2445.92
842,942,2485.54
842,962,2517.83
842,982,2568.51
862,2,3.89031
862,22,60.5088
862,42,118.179
862,62,158.539
862,82,234.61
862,102,276.827
862,122,315.705
862,142,353.945
862,162,467.498
862,182,513.172
862,202,558.198
862,222,595.496
862,242,640.144
862,262,676.813
862,282,708.63
862,302,742.139
862,322,936.78
862,342,981.357
862,362,1023.33
862,382,1064.34
862,402,1108.93
862,422,1150.31
862,442,1190.57
862,462,1229.08
862,482,1268.97
862,502,1305.88
862,522,1340.65
862,542,1380.13
862,562,1418.39
862,582,1461.18
862,602,1493.49
862,622,1840.78
862,642,1887.49
862,662,1931.97
862,682,1978.11
862,702,2020.59
862,722,2064.03
862,742,2109.18
862,762,2153.11
862,782,2195.83
862,802,2244.94
862,822,2302.67
862,842,2324.62
862,862,2373.63
862,882,2406.5
862,902,2442.12
862,922,2488.1
862,942,2528.15
862,962,2572.75
862,982,2612.13
882,2,3.91706
882,22,61.6684
882,42,121.417
882,62,162.786
882,82,241.838
882,102,285.224
882,122,324.537
882,142,360.453
882,162,475.667
882,182,531.249
882,202,572.333
882,222,603.987
882,242,641.852
882,262,681.589
882,282,719.046
882,302,903.498
882,322,952.634
882,342,999.456
882,362,1041.74
882,382,1086.41
882,402,1131.39
882,422,1172.66
882,442,1209.8
882,462,1246.27
882,482,1285.69
882,502,1326.36
882,522,1363.48
882,542,1402.28
882,562,1441.22
882,582,1480.78
882,602,1825.01
882,622,1876.07
882,642,1921.41
882,662,1968.66
882,682,2011.38
882,702,2057.62
882,722,2100.85
882,742,2142.51
882,762,2190.77
882,782,2231.72
882,802,2285.89
882,822,2321.14
882,842,2361.21
882,862,2407.48
882,882,2444.97
882,902,2492.8
882,922,2541.97
882,942,2586.91
882,962,2618.08
882,982,2659.84
902,2,3.97796
902,22,62.7293
902,42,122.751
902,62,163.644
902,82,242.656
902,102,285.722
902,122,326.321
902,142,368.576
902,162,483.781
902,182,527.407
902,202,569.883
902,222,610.848
902,242,649.875
902,262,689.86
902,282,733.865
902,302,921.705
902,322,964.916
902,342,1010.98
902,362,1055.94
902,382,1100.18
902,402,1143.73
902,422,1187.31
902,442,1230.35
902,462,1272.07
902,482,1309.84
902,502,1375.97
902,522,1412.49
902,542,1446.34
902,562,1472.14
902,582,1825.03
902,602,1883.89
902,622,1911.63
902,642,1957.33
902,662,2007.08
902,682,2051.17
902,702,2100
902,722,2143.11
902,742,2186.33
902,762,2233.58
902,782,2278.55
902,802,2314.69
902,822,2355.97
902,842,2403.77
902,862,2498.32
902,882,2504.16
902,902,2552.03
902,922,2586.71
902,942,2642.26
902,962,2676.32
902,982,2724.84
922,2,4.03353
922,22,64.3754
922,42,125.196
922,62,167.15
922,82,247.252
922,102,291.002
922,122,332.149
922,142,372.552
922,162,492.465
922,182,537.67
922,202,579.238
922,222,621.301
922,242,661.683
922,262,700.857
922,282,742
922,302,936.639
922,322,982.262
922,342,1028.79
922,362,1072.54
922,382,1117.23
922,402,1163.59
922,422,1204.18
922,442,1246.22
922,462,1288.82
922,482,1329.59
922,502,1380.29
922,522,1422.62
922,542,1458.08
922,562,1492.75
922,582,1850.06
922,602,1911.15
922,622,1954.58
922,642,2006.14
922,662,2065.17
922,682,2102.65
922,702,
